nomem_encr,gross income,net income,gross income med 2011-2020,gross income std 2011-2020,net income std 2011-2020,age,gender,got married,net income med 2011-2020,how many years first/next child (imp zero),how many years first/next child (imp neg),primary occupation (imp),gross income (imp),net income (imp),civil status (imp),level of education (imp),lives together with partner (imp),urban character (imp),dwelling type (imp),domestic situation (imp),how many years first/next child (imp),how many (more) children (imp),will have (more) children (imp),father birth year (imp),father death year (imp),mother birth year (imp),mother death year (imp),age when parents separated (imp),distance from parents (imp),live together with partner (imp),year relatioship start (imp),year cohabitation start (imp),married (imp),year married (imp),same partner from last year (imp),satisfied with being single (imp),relationship arguments - leisure (imp),relationship arguments - working (imp),childcare hours (imp),childcare expense (imp),children passed away (imp),number of children passed away (imp),household division - jobs (imp),ever contacted a politician(imp),income disparity opinion (imp),opinion - should marry for children (imp),opinion - single parent is acceptable (imp),opinion - divorce is acceptable (imp),number of days for leasure (imp),highest level of education (imp),religion gatherions attendance (imp),speak dutch with partner (imp),speak dutch with children (imp),car value (imp),property value (imp),enterpreneur (imp),pay parental contribution (imp),go to gynaecologist (imp),year last child (imp),num children (imp),how many years first/next child,how many (more) children,will have (more) children,live together with partner,married,same partner,satisfaction with being single,go to gynaecologist,origin (imp),occupation,gross income (imp),net income (imp),civil status,level of education,lives together with partner,urban character,dwelling type,domestic situation,partner has same sex,neuroticism,extraversion,agreableness,conscientiousness,openness,new_child
730883,2800.0,2200,2200.0,296.72121302810416,112.93194051465596,27,female,0,2000.0,2,2,Paid employment,2800.0,2200,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,10,2,I don't know,1962,,1962,,,7269.0,,,,,,,6,,,,,no,,,no,,disagree,disagree,agree,1 day per week,"MBO (intermediate professional education, US: junior college)",once or a few times a year,not applicable,not applicable,5000,160000,no,not applicable,yes,,0,,,I don't know,,,,6,yes,Dutch background,Paid employment,2800.0,2200,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,False,-1.1382101580074313,0.9207316740943656,0.0895453810342361,0.2887070142483464,0.5318248701930902,0
703682,5626.40249005035,3800,5626.40249005035,5.517268032455139e-12,0.0,32,female,0,3800.0,0,-7,Paid employment,2619.9350858454,1800,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,2,I don't know,1958,,1960,,,3338.0,yes,2004,2010,no,,yes,,occasionally,often,,350,no,,I do a lot more than my partner,no,,fully disagree,agree,agree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",,210000,no,not applicable,yes,2019,1,,,I don't know,yes,no,yes,,,Dutch background,Paid employment,2619.9350858454,1800,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.8708270365490353,-0.1945959740988104,0.3919021419544189,0.9642739972514924,-0.1947242567559843,1
715644,9100.0,7000,9100.0,0.0,0.0,26,female,0,7000.0,0,0,Paid employment,3100.0,2000,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",8,2,I don't know,1963,,1964,,8,,yes,2016,2017,no,,yes,,practically never,occasionally,,,no,,I do more than my partner,no,,fully disagree,neither agree nor disagree,agree,3 days per week,"HBO (higher professional education, US: college)",once or a few times a year,"yes, often/always",not applicable,35000,325000,no,not applicable,no,,0,,,I don't know,yes,no,yes,,no,Dutch background,Paid employment,3100.0,2000,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.9065930099531936,0.8646163595679061,-0.4735545036770312,-0.6763304721526838,-0.3260809828298364,0
732562,3446.11391341185,2250,3446.11391341185,3.6790872170781335e-12,0.0,41,female,0,2250.0,,,Paid employment,3446.11391341185,2250,Never been married,primary school,No,Not urban,Self-owned dwelling,Single,,,I don't know,1951,,1953,,,3758.0,,,,,,,8,,,,,no,,,no,,disagree,neither agree nor disagree,neither agree nor disagree,never,university,never,"yes, often/always","yes, often/always",-8,200000,no,not applicable,no,,0,,,I don't know,,,,8,no,Dutch background,Paid employment,3446.11391341185,2250,Never been married,primary school,No,Not urban,Self-owned dwelling,Single,False,1.3049307398755423,-0.630707880931491,-0.7166244492855327,-0.2705227051022821,-1.1107466554275298,0
724184,2235.2623376554,1725,2219.3531223246,224.81039457318676,103.62810600980656,32,female,0,1606.0,,,Has (partial) work disability,1188.15316286619,905,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",,,I don't know,1959,,1960,,,8693.0,yes,2014,2016,no,,yes,,often,practically never,,,no,,I do a lot more than my partner,no,differences in income should decrease,fully disagree,neither agree nor disagree,fully agree,1 day per week,"MBO (intermediate professional education, US: junior college)",,"yes, often/always",not applicable,,,no,not applicable,yes,,0,,,I don't know,yes,no,yes,,yes,Dutch background,Has (partial) work disability,1188.15316286619,905,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,2.1198354578043523,1.0342878888481006,0.3420990900354999,0.7249547629660031,1.583079106059753,0
700712,5700.0,3500,2700.0,1145.561550493819,535.2010704683146,35,male,0,2000.0,1,1,Paid employment,5700.0,3500,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,Single,10,2,I don't know,1957,,1956,,,10770.0,no,2020,,no,,,7,occasionally,practically never,,,no,,,no,,neither agree nor disagree,neither agree nor disagree,agree,3 days per week,"HBO (higher professional education, US: college)",never,"yes, often/always",not applicable,4000,315000,no,not applicable,no,,0,,,I don't know,no,no,,,no,Dutch background,Paid employment,5700.0,3500,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,Single,False,-1.7318234241680177,-2.3487575094350417,-0.0158930041424175,0.4901621131187615,0.997231736580506,0
702785,7192.38191610329,4750,3269.03222240291,1448.1769354061755,961.720897550393,43,male,0,2150.0,,,Paid employment,3833.60094016172,2500,Never been married,,Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",,,no,1949,,1951,2009,12,,yes,2015,2019,no,,yes,,practically never,occasionally,,,no,,we do roughly the same amount of work,no,,disagree,agree,agree,less than 1 day a week,,never,"yes, often/always",not applicable,,,no,not applicable,no,,0,,,no,yes,no,yes,,no,"Second generation foreign, Western background",Paid employment,3833.60094016172,2500,Never been married,,Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,-0.8338238269319744,-0.1698232984185055,-0.3374696503906244,-0.3825066662065153,0.6617080457091781,0
723461,6250.0,3900,6250.0,73.156793097474,91.44599137184248,36,female,0,3900.0,0,-7,Paid employment,2250.0,1500,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",1,1,no,1952,,1955,,,3223.0,yes,2009,2010,yes,2013,yes,,occasionally,practically never,,1465,no,2,I do more than my partner,no,,fully disagree,fully agree,fully agree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",5000,,no,not applicable,no,2018,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,2250.0,1500,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-0.6347699093915009,0.204671837440141,0.5514500151456874,1.155675505595399,0.6461988823003831,0
720610,3606.0,3230,3568.0,320.3243263552357,105.62242925144076,28,female,0,3000.0,1,1,Paid employment,1700.0,1600,Never been married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",1,2,yes,1963,,1970,,12,,yes,2015,2015,no,,yes,,practically never,practically never,,,no,,my partner does more than I,no,differences in income should decrease,fully disagree,fully agree,fully agree,1 day per week,"HBO (higher professional education, US: college)",never,"yes, often/always",not applicable,,,no,not applicable,no,,0,1,2,yes,yes,no,yes,,no,Dutch background,Paid employment,1700.0,1600,Never been married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.2481301570509783,0.2766284354505242,1.330600064722815,0.504069423667797,0.2813700887716451,0
701746,1800.0,900,1800.0,0.0,0.0,35,female,0,900.0,1,1,Paid employment,1800.0,900,Never been married,"hbo (higher vocational education, US: college)",No,Moderately urban,Self-owned dwelling,Single,1,2,yes,1958,,1959,,,,no,2001,,no,,yes,,practically never,practically never,,,no,,,no,differences in income should decrease,neither agree nor disagree,agree,neither agree nor disagree,1 day per week,"MBO (intermediate professional education, US: junior college)",once or a few times a year,"yes, often/always",not applicable,,10000000,no,not applicable,no,,0,1,2,yes,no,no,yes,,no,"Second generation foreign, non-western background",Paid employment,1800.0,900,Never been married,"hbo (higher vocational education, US: college)",No,Moderately urban,Self-owned dwelling,Single,False,-0.1845676558062713,2.103952376106374,0.6719015453487642,0.0327487759279501,1.628689883573145,1
724259,5815.0,4500,5491.22694966811,384.45679606119074,316.7490462273551,32,male,0,4000.0,0,0,Paid employment,3200.0,2250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,2,yes,,2004,,2009,,,yes,2012,2015,yes,2015,yes,,practically never,practically never,,,no,,I do a lot more than my partner,no,,fully disagree,fully agree,agree,less than 1 day a week,,once a week,"yes, often/always",not applicable,7500,,no,not applicable,no,,0,0,2,yes,yes,yes,yes,,no,Dutch background,Paid employment,3200.0,2250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-1.81735800174794,-0.1347212847059679,-0.5110351035251224,1.228486580389062,0.5418535434705215,1
722496,8800.0,5150,6358.0,1244.2437347632435,475.6338846954989,34,male,0,4550.0,0,-7,Paid employment,6500.0,3700,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,no,1953,,1956,,,2005.0,yes,2014,2015,no,,yes,,often,practically never,9,170,no,,I do more than my partner,no,,fully disagree,agree,fully agree,less than 1 day a week,university,never,"yes, often/always","yes, often/always",18000,,no,yes,no,2019,3,,,no,yes,no,yes,,no,Dutch background,Paid employment,6500.0,3700,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.1027249866882641,1.210583862196372,-0.2537198244791945,-0.3932507760440862,-0.5345020154652083,0
729107,4150.0,3000,4148.00959938078,73.78681702212019,67.38252028830655,39,female,0,3000.0,,,Takes care of the housekeeping,850.0,700,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1956,,1959,,,0.0,yes,2002,2005,yes,2007,yes,,occasionally,occasionally,13,180,no,,I do more than my partner,no,differences in income should decrease,disagree,neither agree nor disagree,agree,less than 1 day a week,,never,"yes, often/always","yes, often/always",7500,,no,yes,no,2016,2,,,no,yes,yes,yes,,no,Dutch background,Takes care of the housekeeping,850.0,700,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,1.1079025727918947,-1.6779018273689152,-0.7833396078830646,0.5597914374333963,-0.893365676345726,0
718318,3515.2998636174,2500,4622.30678100508,651.3616671169616,406.50962176806047,38,female,0,3205.0,,,Paid employment,2453.24154157984,1700,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1944,,1949,,,3997.0,yes,2004,2007,yes,2011,yes,,practically never,practically never,,690,no,1,I do more than my partner,no,,neither agree nor disagree,disagree,agree,less than 1 day a week,"HBO (higher professional education, US: college)",at least once a month,"yes, often/always","yes, often/always",,200000,no,yes,no,2014,2,,,no,yes,yes,yes,,no,"Second generation foreign, Western background",Paid employment,2453.24154157984,1700,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.2462453048265785,1.387049841125267,0.8119871733933357,-0.0616670815439095,1.0457309951673277,0
716612,6100.0,4000,6100.0,0.0,0.0,35,female,0,4000.0,0,-7,Attends school or is studying,4500.0,2800,Married,wo (university),Yes,Very urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",1,1,I don't know,1960,,1960,,22,,yes,2000,2003,yes,2003,yes,,occasionally,practically never,,1146,no,,I do a lot more than my partner,no,,agree,agree,agree,less than 1 day a week,,at least once a month,"yes, often/always","yes, often/always",3000,,no,yes,no,2016,3,,,I don't know,yes,yes,yes,,no,Dutch background,Attends school or is studying,4500.0,2800,Married,wo (university),Yes,Very urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",False,-1.3313611412308846,0.1926930747438938,0.6473773898697409,1.594818990735985,-0.1869242159311754,0
723580,5903.32319375198,4000,5903.32319375198,3.6790872170781335e-12,0.0,36,male,0,4000.0,0,-4,"Autonomous professional, freelancer, or self-employed",2512.09624408387,1750,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",7,1,I don't know,1942,,1965,,,152180.0,yes,2013,2016,no,,yes,,practically never,practically never,,,no,,we do roughly the same amount of work,no,,disagree,agree,neither agree nor disagree,1 day per week,"HBO (higher professional education, US: college)",never,"yes, often/always",not applicable,-8,,no,not applicable,no,,0,,,I don't know,yes,no,yes,,no,Dutch background,"Autonomous professional, freelancer, or self-employed",2512.09624408387,1750,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.4479593837609344,0.933016784289352,-0.0057972859990195,0.4727500282555656,0.4883819882062825,0
713926,7060.08857911836,4900,6500.0,244.47099219384896,232.04425831105164,37,female,0,5300.0,1,1,Paid employment,2370.57775734405,1650,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,yes,1949,,1954,,,,yes,2006,2008,yes,2015,yes,,practically never,practically never,,1600,no,,my partner does a lot more than I,no,,disagree,neither agree nor disagree,neither agree nor disagree,1 day per week,university,once or a few times a year,"no, never","yes, sometimes",-9,200000,no,not applicable,yes,2018,1,1,1,yes,yes,yes,yes,,yes,"First generation foreign, Western background",Paid employment,2370.57775734405,1650,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.6118675581117708,-0.8266303281689068,-0.1071007877277415,-0.1208086098831439,-0.6529640853863816,1
705554,5129.15733098121,3500,5129.15733098121,181.04490332005437,104.20453856999632,44,male,0,3500.0,,,Paid employment,3446.11391341185,2250,Married,primary school,Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1940,2013,,1990,,,yes,1999,1999,yes,2000,yes,,practically never,practically never,,,no,,I do more than my partner,no,differences in income should decrease,agree,neither agree nor disagree,disagree,never,primary school,never,not applicable,not applicable,10000,,no,yes,no,2009,4,,,no,yes,yes,yes,,no,Dutch background,Paid employment,3446.11391341185,2250,Married,primary school,Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.4202682797115362,0.6877562899720436,0.6209396862616345,0.5900682102396555,1.6215736426106786,0
703827,7329.21132562589,4751,6099.59062300103,900.3935318527906,468.9219133121353,28,male,0,4061.0,0,0,Paid employment,4525.56394679056,2842,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,3,yes,1968,,1965,,,5527.0,yes,2011,2016,yes,2016,yes,,practically never,practically never,,,no,,we do roughly the same amount of work,no,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,never,,at least once a month,"yes, often/always","yes, often/always",,,no,"no, I don't think it is necessary",no,,0,0,3,yes,yes,yes,yes,,,Dutch background,Paid employment,4525.56394679056,2842,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.5233825909200271,-0.7199917870987671,-1.0959755521438768,-1.1394484126340243,-1.1703874933858152,1
